,,update_count,driving_time,routes,source_stop_id,destination_stop_id,avg_delay,delay_std
14387,15420,2,1.1666666666666667,"('23', '36')",14387,15420,5.9125,3.5093497566195526
15420,15422,2,0.45,"('23', '36')",15420,15422,6.25,3.8979848273544775
15422,15424,2,0.55,"('23', '36')",15422,15424,6.325,4.011323258690863
15424,15426,2,0.6666666666666666,"('23', '36')",15424,15426,6.575,4.199234624139431
15426,15428,2,0.45,"('23', '36')",15426,15428,6.7,4.288522889227545
15428,15432,1,0.7333333333333333,"('23',)",15428,15432,3.54,8.01376593396915
15432,15435,1,0.5833333333333334,"('23',)",15432,15435,3.6100000000000003,7.999090226047237
15435,15439,1,0.45,"('23',)",15435,15439,3.6399999999999997,7.820088092712113
15439,15444,1,0.6,"('23',)",15439,15444,3.63,7.784179111791072
15444,15437,1,0.43333333333333335,"('23',)",15444,15437,3.309090909090909,7.401953059220863
15437,15441,1,0.8166666666666667,"('23',)",15437,15441,3.1545454545454548,7.344571279028292
15441,15430,1,0.3333333333333333,"('23',)",15441,15430,3.0818181818181816,7.269362858162768
15430,15443,1,0.9666666666666667,"('23',)",15430,15443,3.0727272727272723,7.175805307990303
15443,17425,1,0.5166666666666667,"('23',)",15443,17425,3.0090909090909084,7.125090111072918
17425,16375,1,0.6166666666666667,"('23',)",17425,16375,2.936363636363636,7.046030474994089
16375,16505,1,0.4166666666666667,"('23',)",16375,16505,2.9454545454545453,7.013039802591118
16505,16507,1,0.43333333333333335,"('23',)",16505,16507,2.963636363636364,6.9698310922536315
16507,16464,1,0.4166666666666667,"('23',)",16507,16464,4.091666666666666,7.550973246522395
16464,16435,1,0.4666666666666667,"('23',)",16464,16435,4.808333333333334,7.878792977853829
16435,16437,1,0.5333333333333333,"('23',)",16435,16437,5.2,8.113848991357028
16437,16456,1,0.48333333333333334,"('23',)",16437,16456,5.25,8.022525106904254
16456,16460,1,0.4,"('23',)",16456,16460,5.233333333333333,7.973630783952056
16460,16463,1,0.31666666666666665,"('23',)",16460,16463,5.1000000000000005,7.930149603082702
16463,16457,1,0.4166666666666667,"('23',)",16463,16457,4.958333333333333,7.890668635492908
16457,16455,1,0.55,"('23',)",16457,16455,4.691666666666666,7.897808480070834
16455,16441,1,0.43333333333333335,"('23',)",16455,16441,4.733333333333333,7.72073163435286
16441,16442,1,0.3333333333333333,"('23',)",16441,16442,4.841666666666667,7.873368036769541
16442,16445,1,0.6166666666666667,"('23',)",16442,16445,2.7818181818181817,4.06295906497178
16445,16446,1,0.5166666666666667,"('23',)",16445,16446,2.709090909090909,3.942956896912404
16450,16453,1,0.15,"('23',)",16450,16453,15.272727272727273,9.296998538140242
13141,15490,1,1.1166666666666667,"('24',)",13141,15490,0.9304347826086956,0.8699189004043034
15490,15491,1,0.3,"('24',)",15490,15491,1.0869565217391304,1.0767393319335958
15491,17756,1,0.45,"('24',)",15491,17756,1.0434782608695652,1.184684878298683
17756,15879,1,0.6833333333333333,"('24',)",17756,15879,0.9521739130434782,1.1575324716503208
15867,15096,1,0.8833333333333333,"('24',)",15867,15096,0.26666666666666666,0.669631090303795
15096,15092,1,1.25,"('24',)",15096,15092,0.25416666666666665,0.6743622859810766
15092,18081,1,0.8333333333333334,"('24',)",15092,18081,0.43043478260869567,0.7979717371440121
18081,14147,1,1.15,"('24',)",18081,14147,0.5130434782608696,0.85721767036579
14147,14158,1,0.9833333333333333,"('24',)",14147,14158,0.42173913043478256,0.7348200285160309
14158,14153,1,0.8833333333333333,"('24',)",14158,14153,0.3695652173913043,0.7015792462260966
14153,14151,1,0.4,"('24',)",14153,14151,0.3565217391304348,0.6549296193669291
14151,14142,1,0.8166666666666667,"('24',)",14151,14142,0.3541666666666667,0.6573855771930573
14142,14145,1,0.9166666666666666,"('24',)",14142,14145,0.33043478260869563,0.6240882678018432
14145,14149,1,0.75,"('24',)",14145,14149,0.25217391304347825,0.5550344503782799
14149,14160,1,0.45,"('24',)",14149,14160,0.2782608695652174,0.6186176097037435
14160,14156,1,0.8833333333333333,"('24',)",14160,14156,0.3565217391304348,0.7172080254561128
14156,13540,1,0.7666666666666667,"('24',)",14156,13540,0.8956521739130435,1.2275171766506292
13540,13537,2,0.5333333333333333,"('24', '36')",13540,13537,5.25,5.22466676996178
13537,13535,1,0.8833333333333333,"('24',)",13537,13535,1.9409090909090911,1.85540628098874
13535,13543,1,0.85,"('24',)",13535,13543,1.7521739130434781,1.944892977943047
13543,13542,1,0.8333333333333334,"('24',)",13543,13542,1.7260869565217392,2.025118939560733
13542,15737,1,0.75,"('24',)",13542,15737,1.7043478260869567,1.9629472879667371
15737,15735,1,0.7833333333333333,"('24',)",15737,15735,1.6208333333333333,1.9618046631180905
15735,15733,1,0.7666666666666667,"('24',)",15735,15733,1.4875,1.9265451167716061
15733,13520,1,0.8833333333333333,"('24',)",15733,13520,1.4041666666666668,1.9088988782898457
13520,13514,1,0.7,"('24',)",13520,13514,1.4782608695652173,2.0731961538865824
13514,14329,1,0.7833333333333333,"('24',)",13514,14329,1.465217391304348,2.0488597040687098
14329,14326,1,1.0166666666666666,"('24',)",14329,14326,1.4391304347826088,2.1310985494969454
14326,14332,1,0.3333333333333333,"('24',)",14326,14332,1.3227272727272728,2.0800484926082206
14332,14324,1,0.43333333333333335,"('24',)",14332,14324,1.4727272727272727,2.302417325578823
14324,14323,1,0.8166666666666667,"('24',)",14324,14323,1.6090909090909091,2.4527747340723924
14323,14320,1,0.7666666666666667,"('24',)",14323,14320,1.5409090909090908,2.469752077572833
14320,14319,1,0.8166666666666667,"('24',)",14320,14319,1.4590909090909092,2.4011225729624073
14319,14317,1,0.7666666666666667,"('24',)",14319,14317,1.3454545454545455,2.3212737211091006
14317,14314,1,1.0666666666666667,"('24',)",14317,14314,1.3454545454545455,2.3965704211539003
14314,14313,1,0.7833333333333333,"('24',)",14314,14313,1.9272727272727272,2.5875492759387706
14313,14311,1,0.9333333333333333,"('24',)",14313,14311,2.340909090909091,2.8888387996545615
14311,14310,1,0.75,"('24',)",14311,14310,2.2227272727272727,2.851053576049825
14310,14307,1,1.05,"('24',)",14310,14307,2.190909090909091,2.840675488231141
14307,14331,1,0.7,"('24',)",14307,14331,1.9238095238095236,2.8250495149474393
14331,14423,1,1.7833333333333334,"('24',)",14331,14423,1.6181818181818182,2.844147937287632
14423,14431,1,1.2833333333333334,"('24',)",14423,14431,1.8454545454545455,2.7929720085766414
14431,14425,1,1.3166666666666667,"('24',)",14431,14425,2.309090909090909,3.057529206481084
14425,14428,1,1.9666666666666666,"('24',)",14425,14428,1.8130434782608698,2.8810200762649845
14428,14414,1,1.4333333333333333,"('24',)",14428,14414,2.0217391304347827,2.966013014398458
14414,14421,1,1.9333333333333333,"('24',)",14414,14421,2.059090909090909,3.126181162058376
14421,14434,1,2.066666666666667,"('24',)",14421,14434,2.2285714285714286,3.2241499433405476
14434,14408,1,0.5833333333333334,"('24',)",14434,14408,2.519047619047619,3.2801858251658618
14408,14409,1,1.2,"('24',)",14408,14409,2.8238095238095235,3.4911179816650084
14409,14412,1,1.1333333333333333,"('24',)",14409,14412,2.961904761904762,3.5013534797955193
14412,14427,1,0.9833333333333333,"('24',)",14412,14427,2.9571428571428573,3.5463462082221233
14427,15161,1,0.8166666666666667,"('24',)",14427,15161,2.8714285714285714,3.61457367571099
15161,15163,1,1.65,"('24',)",15161,15163,2.477272727272727,3.568904302734653
15163,16931,1,2.2,"('24',)",15163,16931,1.8350000000000002,1.9791744690520257
16931,15167,1,0.43333333333333335,"('24',)",16931,15167,2.075,2.086516865874548
17948,18000,1,10.0,"('25',)",17948,18000,1.1214285714285714,1.5714660335194948
13476,16877,1,0.6833333333333333,"('27',)",13476,16877,3.764705882352941,4.849348045932383
16877,16879,1,0.5833333333333334,"('27',)",16877,16879,3.635294117647059,5.198189730145317
16879,17592,1,0.8833333333333333,"('27',)",16879,17592,3.7882352941176465,5.2363969426673975
17592,17551,1,0.5833333333333334,"('27',)",17592,17551,4.264705882352941,5.428160505234553
17551,13932,1,1.25,"('27',)",17551,13932,4.088235294117647,5.499077462736498
13932,13934,1,0.65,"('27',)",13932,13934,4.0,5.4354162674076765
13934,13930,1,0.55,"('27',)",13934,13930,4.017647058823529,5.426927686789926
13930,13751,1,0.7333333333333333,"('27',)",13930,13751,4.641176470588236,5.755764374035108
13751,13749,1,0.6,"('27',)",13751,13749,4.523529411764706,5.775111407125051
13749,13746,1,0.48333333333333334,"('27',)",13749,13746,4.564705882352941,5.782942717214848
13746,13744,1,0.43333333333333335,"('27',)",13746,13744,4.611764705882353,5.740087363549136
13744,13742,1,0.5833333333333334,"('27',)",13744,13742,4.7823529411764705,5.894725957807289
13742,13740,1,0.4,"('27',)",13742,13740,4.858823529411764,5.89141948340226
13740,13739,1,0.48333333333333334,"('27',)",13740,13739,4.829411764705882,5.885550601460577
13739,13737,1,0.4166666666666667,"('27',)",13739,13737,5.316666666666666,6.107300356709079
13737,13735,1,0.38333333333333336,"('27',)",13737,13735,5.75625,6.260987009516418
13735,13757,1,0.4,"('27',)",13735,13757,5.76875,6.321573511924596
13757,13732,1,0.38333333333333336,"('27',)",13757,13732,5.85625,6.4106129452130665
13732,13730,1,0.5166666666666667,"('27',)",13732,13730,6.1375,6.8091972116150865
13730,14668,1,1.4333333333333333,"('27',)",13730,14668,6.05625,7.2034222191029915
14668,14667,1,1.0,"('27',)",14668,14667,6.11875,7.292756109089805
14667,14664,1,1.3166666666666667,"('27',)",14667,14664,6.375,7.001761683081385
14664,14663,1,1.0,"('27',)",14664,14663,6.43125,7.097484883158729
14663,14662,1,0.6,"('27',)",14663,14662,6.24375,7.055207887322198
14662,13192,1,0.8,"('27',)",14662,13192,6.16875,7.103212301487265
13195,18047,1,0.6333333333333333,"('27',)",13195,18047,7.488235294117647,7.38434851162758
18047,18048,1,2.1166666666666667,"('27',)",18047,18048,8.773333333333333,7.498425231499006
18048,14867,1,2.283333333333333,"('27',)",18048,14867,8.5,7.617367374249827
14867,14865,1,0.75,"('27',)",14867,14865,8.860000000000001,7.463319828142357
14865,14869,1,0.7333333333333333,"('27',)",14865,14869,8.946666666666665,7.482061086040269
14869,14871,1,1.1166666666666667,"('27',)",14869,14871,8.38125,7.468531203210798
14871,14862,1,0.38333333333333336,"('27',)",14871,14862,8.7625,7.588225528189489
14862,14868,1,0.45,"('27',)",14862,14868,9.98125,9.18144641836641
14868,14863,1,0.4,"('27',)",14868,14863,10.1375,9.340369371711164
14863,14870,1,0.4166666666666667,"('27',)",14863,14870,10.21875,9.369967538186389
14870,14864,1,0.4,"('27',)",14870,14864,10.24375,9.379550006974394
14864,14866,1,0.7333333333333333,"('27',)",14864,14866,10.35625,9.401628848236886
14866,15151,1,0.7,"('27',)",14866,15151,10.41875,9.336681691050627
15151,15158,1,1.0333333333333334,"('27',)",15151,15158,10.4875,9.141981914953305
15158,15166,1,0.48333333333333334,"('27',)",15158,15166,10.411764705882353,9.22333198693273
15166,17919,1,1.0,"('27',)",15166,17919,14.91764705882353,8.038130635766445
17038,15466,1,2.533333333333333,"('28',)",17038,15466,2.555,6.601632573203309
15466,15460,1,1.2166666666666666,"('28',)",15466,15460,2.12,6.667012271743539
15460,15458,1,1.1,"('28',)",15460,15458,2.268421052631579,6.820887253428004
15458,15464,2,0.9166666666666666,"('28', '30')",15458,15464,0.8785714285714287,1.5488005258208912
15464,15468,2,1.1666666666666667,"('28', '30')",15464,15468,0.862962962962963,1.4819810411296785
15468,16819,2,1.1,"('28', '30')",15468,16819,0.9148148148148147,1.4709242786827041
16819,16801,3,1.6666666666666667,"('28', '30', '49')",16819,16801,2.3552631578947367,3.6648584920449636
16801,17800,1,1.8333333333333333,"('28',)",16801,17800,3.1444444444444444,6.870415881086455
17800,15280,1,1.2,"('28',)",17800,15280,2.5473684210526315,6.796434393697644
15280,15275,1,1.85,"('28',)",15280,15275,2.2473684210526317,6.8427876402865575
15275,15285,2,1.25,"('28', '43')",15275,15285,1.5421052631578949,2.7119725886589316
15285,15273,2,1.25,"('28', '43')",15285,15273,1.3777777777777778,2.6322782696532845
15273,16182,1,1.2166666666666666,"('28',)",15273,16182,3.325,6.521613862259944
16182,14773,1,8.85,"('28',)",16182,14773,1.8368421052631578,6.897278893908153
14773,14776,1,0.26666666666666666,"('28',)",14773,14776,1.9000000000000001,6.89283041363351
14776,15948,1,7.066666666666666,"('28',)",14776,15948,1.7399999999999998,6.737514769049334
15948,15952,2,0.9166666666666666,"('28', '28R')",15948,15952,1.0789473684210527,1.7564417779414854
15952,15947,1,1.05,"('28',)",15952,15947,1.845,6.770094845017041
15947,15951,1,0.9,"('28',)",15947,15951,1.9600000000000002,6.763477772488601
15951,13371,1,3.933333333333333,"('28',)",15951,13371,3.3473684210526318,6.987716875668542
13371,13359,1,0.8333333333333334,"('28',)",13371,13359,3.4210526315789473,6.993217265271989
13359,13365,1,1.1166666666666667,"('28',)",13359,13365,3.547368421052632,7.008991718662585
13365,13369,1,1.75,"('28',)",13365,13369,3.4368421052631577,7.032086028919772
13369,13375,1,1.95,"('28',)",13369,13375,3.1052631578947367,7.057972142211523
13375,13380,1,0.9166666666666666,"('28',)",13375,13380,3.042105263157895,7.045906281071117
13380,13384,1,1.8666666666666667,"('28',)",13380,13384,2.705,6.984002396454644
13384,13389,1,0.9,"('28',)",13384,13389,2.7,6.982308470623979
13389,13395,1,1.9166666666666667,"('28',)",13389,13395,2.8150000000000004,6.986624439071531
13395,13399,1,1.7666666666666666,"('28',)",13395,13399,2.7842105263157895,7.18356636574022
13399,13390,1,1.9833333333333334,"('28',)",13399,13390,2.6631578947368424,7.203487621848784
13390,13354,1,1.7166666666666666,"('28',)",13390,13354,2.6473684210526316,7.241651777587505
13354,17448,1,1.6333333333333333,"('28',)",13354,17448,2.763157894736842,7.2141997728488985
17448,13356,2,2.3666666666666667,"('28', '28R')",17448,13356,2.1722222222222225,2.7807755066349125
13356,13363,1,1.1333333333333333,"('28',)",13356,13363,3.0833333333333335,7.442584149576638
13363,15136,1,0.7833333333333333,"('28',)",13363,15136,3.0611111111111113,7.485683503618081
15136,15135,1,1.0833333333333333,"('28',)",15136,15135,2.8449999999999998,7.114956448437185
15135,17925,1,4.0,"('28',)",15135,17925,3.2263157894736842,7.233782021818275
13706,13023,1,0.4166666666666667,"('29',)",13706,13023,1.6565217391304348,1.4684023745543446
13023,13705,1,0.36666666666666664,"('29',)",13023,13705,1.391304347826087,1.1862519445249933
13705,13498,1,0.5333333333333333,"('29',)",13705,13498,1.4695652173913043,3.2363608606818492
13498,13491,1,0.6833333333333333,"('29',)",13498,13491,,
13491,18135,1,0.15,"('29',)",13491,18135,,
18135,13495,1,0.6166666666666667,"('29',)",18135,13495,,
13495,13500,1,0.7833333333333333,"('29',)",13495,13500,,
13500,13489,1,1.5833333333333333,"('29',)",13500,13489,,
13489,13499,1,1.55,"('29',)",13489,13499,,
13499,15309,1,4.316666666666666,"('29',)",13499,15309,,
15309,15310,1,0.5,"('29',)",15309,15310,,
15310,15314,1,1.05,"('29',)",15310,15314,,
15314,15316,1,0.5166666666666667,"('29',)",15314,15316,,
15316,15318,1,0.5166666666666667,"('29',)",15316,15318,,
15318,15320,1,0.5166666666666667,"('29',)",15318,15320,,
15320,15321,1,0.5333333333333333,"('29',)",15320,15321,,
15321,15323,1,0.5166666666666667,"('29',)",15321,15323,,
15323,13562,1,0.5333333333333333,"('29',)",15323,13562,,
13562,16529,1,1.0666666666666667,"('29',)",13562,16529,,
16529,16535,1,1.15,"('29',)",16529,16535,,
16535,16539,1,1.1,"('29',)",16535,16539,,
16539,16544,1,0.5333333333333333,"('29',)",16539,16544,,
16544,16548,1,0.9166666666666666,"('29',)",16544,16548,,
16548,16549,2,0.55,"('29', '48')",16548,16549,9.6,7.075712987799483
16549,16555,1,0.9,"('29',)",16549,16555,,
16555,16559,1,0.9166666666666666,"('29',)",16555,16559,,
16559,16564,1,0.9333333333333333,"('29',)",16559,16564,,
16564,16541,1,0.6833333333333333,"('29',)",16564,16541,,
16541,14839,1,2.25,"('29',)",16541,14839,,
14839,16955,2,1.05,"('29', '58')",14839,16955,1.0,1.4880476182856899
16955,16953,2,1.3,"('29', '58')",16955,16953,1.15,2.012816079881262
16953,16951,2,0.85,"('29', '58')",16953,16951,1.4875,2.2843801910240025
16951,13356,1,1.7833333333333334,"('29',)",16951,13356,3.0555555555555554,7.41970525990021
13356,14207,1,0.5166666666666667,"('29',)",13356,14207,,
14207,15037,1,1.6666666666666667,"('29',)",14207,15037,,
15037,15034,1,0.2833333333333333,"('29',)",15037,15034,,
15034,13689,1,0.7333333333333333,"('29',)",15034,13689,,
13689,17325,1,0.55,"('29',)",13689,17325,,
17325,17326,1,0.55,"('29',)",17325,17326,,
17326,14254,1,0.8,"('29',)",17326,14254,,
14254,14247,1,0.5333333333333333,"('29',)",14254,14247,,
14247,14912,1,0.7166666666666667,"('29',)",14247,14912,,
14912,14908,1,0.6,"('29',)",14912,14908,,
14908,14910,1,0.6166666666666667,"('29',)",14908,14910,,
14910,14915,1,0.3,"('29',)",14910,14915,,
14915,15962,1,0.6666666666666666,"('29',)",14915,15962,,
15962,15974,1,0.75,"('29',)",15962,15974,,
15974,15795,1,0.6,"('29',)",15974,15795,,
15795,17036,2,0.6333333333333333,"('29', 'KBUS')",15795,17036,,
17036,15791,1,0.95,"('29',)",17036,15791,,
15791,15781,1,0.5666666666666667,"('29',)",15791,15781,,
15781,15805,1,0.65,"('29',)",15781,15805,,
15805,15800,1,0.6833333333333333,"('29',)",15805,15800,,
15800,15783,1,0.5833333333333334,"('29',)",15800,15783,,
15783,15913,1,0.7333333333333333,"('29',)",15783,15913,,
15913,15919,1,0.3,"('29',)",15913,15919,,
15919,15911,1,0.4,"('29',)",15919,15911,,
15911,15917,1,0.4,"('29',)",15911,15917,,
15917,15906,1,0.43333333333333335,"('29',)",15917,15906,,
15906,15915,1,0.16666666666666666,"('29',)",15906,15915,,
15915,15921,1,0.4,"('29',)",15915,15921,,
15921,15908,1,1.3166666666666667,"('29',)",15921,15908,,
15908,15348,1,1.0166666666666666,"('29',)",15908,15348,,
15348,15354,1,1.5333333333333334,"('29',)",15348,15354,,
15354,15340,2,0.36666666666666664,"('29', '56')",15354,15340,3.627272727272727,2.966172924524432
15340,15344,2,0.3333333333333333,"('29', '56')",15340,15344,3.5090909090909093,2.656484347951083
15344,15351,2,0.31666666666666665,"('29', '56')",15344,15351,3.6545454545454548,2.6875132134981725
15351,15341,1,0.23333333333333334,"('29',)",15351,15341,,
15341,15338,1,0.21666666666666667,"('29',)",15341,15338,,
15338,15349,1,0.5166666666666667,"('29',)",15338,15349,,
15349,16363,1,1.05,"('29',)",15349,16363,,
16363,15905,1,0.85,"('29',)",16363,15905,,
15905,15903,1,1.0666666666666667,"('29',)",15905,15903,,
15903,15900,1,0.4,"('29',)",15903,15900,,
15900,14648,1,0.6333333333333333,"('29',)",15900,14648,,
18109,13114,1,1.5166666666666666,"('30',)",18109,13114,0.7673469387755102,1.198330045504653
13114,13144,2,2.316666666666667,"('30', '45')",13114,13144,0.38163265306122446,0.9266142377377067
13144,13124,3,1.8166666666666669,"('30', '45', '8BX')",13144,13124,0.17272727272727273,0.5728715546977509
13124,13136,3,1.5916666666666668,"('30', '45', '8BX')",13124,13136,0.2,0.66332495807108
13136,14821,3,0.43333333333333335,"('30', '45', '8BX')",13136,14821,0.2818181818181818,0.9346851681910673
14821,16596,2,2.0,"('30', '45')",14821,16596,0.32799999999999996,0.9196361303498781
16596,16523,2,1.0,"('30', '45')",16596,16523,0.5285714285714286,1.17455665394792
16523,16511,2,3.2,"('30', '45')",16523,16511,0.29148936170212764,0.8662336734728565
16511,18116,2,0.9166666666666666,"('30', '45')",16511,18116,0.44166666666666665,1.1253053171195757
18116,16520,2,1.2666666666666666,"('30', '45')",18116,16520,0.46458333333333335,1.132214847541273
16520,16512,2,2.4833333333333334,"('30', '45')",16520,16512,0.51875,1.0787416329401112
16512,14119,1,2.35,"('30',)",16512,14119,0.4931034482758621,0.9702470357310181
14119,14115,1,1.6666666666666667,"('30',)",14119,14115,0.506896551724138,1.0291921361932233
14115,14103,1,1.7833333333333334,"('30',)",14115,14103,0.5750000000000001,1.0793087637036065
14103,14106,1,0.75,"('30',)",14103,14106,0.5714285714285714,1.0994467102970786
14106,14116,1,1.0333333333333334,"('30',)",14106,14116,0.7107142857142856,1.333982976656967
14116,15458,1,1.5833333333333333,"('30',)",14116,15458,0.85,1.510334767894559
16801,17857,1,1.6333333333333333,"('30',)",16801,17857,1.0125,1.6445727606942147
17857,13947,1,1.7,"('30',)",17857,13947,0.6869565217391304,1.2678917174248852
13947,13958,1,1.4666666666666666,"('30',)",13947,13958,0.44090909090909086,0.9912277576482952
13958,13941,1,0.7166666666666667,"('30',)",13958,13941,0.5181818181818181,1.1396057645963795
13941,13952,1,1.2,"('30',)",13941,13952,0.6909090909090909,1.3602902669612873
13952,13940,1,1.3333333333333333,"('30',)",13952,13940,0.7772727272727273,1.5405415925149173
13940,13075,1,1.1,"('30',)",13940,13075,0.7772727272727273,1.5405415925149175
13075,13072,1,0.45,"('30',)",13075,13072,0.8090909090909091,1.574471669786738
13072,13077,1,0.4666666666666667,"('30',)",13072,13077,0.8363636363636363,1.6237949244624323
13077,13074,1,0.45,"('30',)",13077,13074,0.8636363636363636,1.658325447565492
13074,13076,1,0.4666666666666667,"('30',)",13074,13076,0.9409090909090909,1.7203706939713095
13076,18023,1,1.6333333333333333,"('30',)",13076,18023,1.017391304347826,1.8881573927829607
18023,18024,1,2.216666666666667,"('30',)",18023,18024,1.0458333333333334,1.960252682617765
18024,18033,1,2.683333333333333,"('30',)",18024,18033,1.5043478260869565,3.4621956066883817
13927,17204,1,0.15,"('31',)",13927,17204,0.9916666666666667,0.8701706555021087
13059,13058,1,0.5666666666666667,"('31',)",13059,13058,0.39166666666666666,0.6584531920042654
13058,13056,1,0.55,"('31',)",13058,13056,0.3333333333333333,0.6414944672521747
13056,13054,1,0.5666666666666667,"('31',)",13056,13054,0.35833333333333334,0.6734690832255078
13054,13052,1,0.9166666666666666,"('31',)",13054,13052,0.375,0.732523657700493
13052,13050,1,0.5,"('31',)",13052,13050,0.5083333333333333,0.9423937927459308
13050,13048,1,0.5666666666666667,"('31',)",13050,13048,0.625,1.086382654835428
13048,13046,1,0.5666666666666667,"('31',)",13048,13046,0.625,1.0762941470198055
13046,13044,1,0.55,"('31',)",13046,13044,0.6333333333333333,1.0915654591068515
13044,13071,1,0.95,"('31',)",13044,13071,0.7000000000000001,1.1677484162422844
13071,13041,1,0.5,"('31',)",13071,13041,1.1166666666666667,1.2733872747578214
13041,13039,1,0.5666666666666667,"('31',)",13041,13039,1.4166666666666667,1.2755272231393953
13039,13037,1,0.55,"('31',)",13039,13037,1.4166666666666667,1.2755272231393953
13037,13035,1,0.7,"('31',)",13037,13035,1.5583333333333336,1.3601192015497183
13035,13033,1,0.6833333333333333,"('31',)",13035,13033,1.4333333333333333,1.332348120857126
13033,16709,1,1.4,"('31',)",13033,16709,1.6333333333333335,1.4297700599195748
16709,16732,1,1.1666666666666667,"('31',)",16709,16732,1.5250000000000001,1.5184471733260323
16732,16728,1,0.5666666666666667,"('31',)",16732,16728,1.6181818181818182,1.60051128194598
16728,16715,1,0.7833333333333333,"('31',)",16728,16715,1.4727272727272727,1.56402743523949
16715,16729,1,0.65,"('31',)",16715,16729,1.3499999999999999,1.5553426982793563
16729,16725,1,0.75,"('31',)",16729,16725,1.776923076923077,1.6803540530464836
16725,16717,1,0.6833333333333333,"('31',)",16725,16717,1.4083333333333332,1.6604809452977682
16717,16723,1,0.6666666666666666,"('31',)",16717,16723,1.2583333333333333,1.4724490010204296
16723,16711,1,0.6666666666666666,"('31',)",16723,16711,1.175,1.4315439852893732
16711,16713,1,0.6666666666666666,"('31',)",16711,16713,1.1333333333333333,1.3943609375776504
16713,14474,1,1.2666666666666666,"('31',)",16713,14474,1.4583333333333333,1.8287891340911056
14474,14492,1,0.55,"('31',)",14474,14492,1.5999999999999999,1.8488325554743508
14492,14488,1,0.6833333333333333,"('31',)",14492,14488,1.4333333333333333,1.756201134335821
14488,14476,1,1.3166666666666667,"('31',)",14488,14476,1.2916666666666667,1.6643089383958263
14476,14473,1,1.3333333333333333,"('31',)",14476,14473,1.5166666666666666,1.8838226771084048
14473,14485,1,0.7833333333333333,"('31',)",14473,14485,1.4749999999999999,1.9107946942663314
14485,14478,1,1.2333333333333334,"('31',)",14485,14478,1.5166666666666666,1.8319554050414562
14478,14495,1,1.15,"('31',)",14478,14495,1.95,2.0589052695767496
14495,14490,1,0.8666666666666667,"('31',)",14495,14490,1.5166666666666666,1.7382506008959557
14490,14482,1,0.9166666666666666,"('31',)",14490,14482,1.3499999999999999,1.7101302449069353
14482,14479,1,0.9,"('31',)",14482,14479,1.2333333333333334,1.476071772912103
14479,14483,1,0.9666666666666667,"('31',)",14479,14483,1.0454545454545454,1.586419639542852
14483,14480,1,0.85,"('31',)",14483,14480,1.8,2.9248154564938718
14480,14493,1,0.9166666666666666,"('31',)",14480,14493,1.8166666666666664,3.0026755745602296
14493,14486,1,0.7666666666666667,"('31',)",14493,14486,1.8363636363636362,3.124187167015679
14486,13612,1,0.8166666666666667,"('31',)",14486,13612,2.0363636363636366,3.298264006192569
16293,13852,1,3.0,"('33',)",16293,13852,0.20666666666666664,0.4216746658379227
13852,13644,1,0.9666666666666667,"('33',)",13852,13644,0.4,0.7662524761087934
13644,13645,1,1.1833333333333333,"('33',)",13644,13645,0.5499999999999999,0.9717153745983281
13645,13649,1,0.7666666666666667,"('33',)",13645,13649,0.8357142857142856,1.2731590890120785
13649,13642,1,2.066666666666667,"('33',)",13649,13642,0.9133333333333333,1.3563957843526069
13642,14224,1,1.45,"('33',)",13642,14224,0.9266666666666665,1.4144492449949082
14224,16479,1,1.3333333333333333,"('33',)",14224,16479,1.18,1.4092551223962253
16479,16481,1,0.8833333333333333,"('33',)",16479,16481,1.44,1.4889113952338275
16481,14963,1,1.9,"('33',)",16481,14963,1.9066666666666667,1.7620875066103787
14963,14947,2,1.55,"('33', '7')",14963,14947,1.89,2.214759105351379
14947,13665,1,0.95,"('33',)",14947,13665,2.146666666666667,1.8434698132546006
13665,17295,1,0.8833333333333333,"('33',)",13665,17295,2.0733333333333333,1.8175598503278536
17295,13663,1,0.9666666666666667,"('33',)",17295,13663,1.9466666666666665,1.6860209567697153
13663,13657,1,0.5166666666666667,"('33',)",13663,13657,1.8599999999999999,1.632614030145696
13657,17220,1,0.6833333333333333,"('33',)",13657,17220,2.06875,1.9355339487249164
17220,14070,1,1.0666666666666667,"('33',)",17220,14070,2.414285714285714,2.3217556827860784
14070,14076,1,1.1833333333333333,"('33',)",14070,14076,2.357142857142857,2.3060836884254607
14076,14080,1,0.6333333333333333,"('33',)",14076,14080,2.342857142857143,2.383828299739174
14080,15663,1,0.35,"('33',)",14080,15663,3.9312500000000004,7.321449651537597
15663,13328,1,1.3333333333333333,"('33',)",15663,13328,2.2214285714285715,2.3612834096438617
13328,13336,1,1.05,"('33',)",13328,13336,1.8857142857142857,2.105617812810856
13336,13329,1,1.3166666666666667,"('33',)",13336,13329,1.7428571428571427,2.0850066540068277
13329,13326,1,0.75,"('33',)",13329,13326,2.0285714285714285,2.2310496223935536
13326,13341,1,0.9333333333333333,"('33',)",13326,13341,2.25,2.2967368155711703
13341,13345,1,1.0833333333333333,"('33',)",13341,13345,2.007142857142857,2.1283667576207477
13345,13323,1,1.2333333333333334,"('33',)",13345,13323,1.9000000000000001,2.2080273130975114
13323,13331,1,1.0833333333333333,"('33',)",13323,13331,1.9285714285714286,2.161348785233094
13331,13334,1,1.1166666666666667,"('33',)",13331,13334,1.9230769230769231,2.2301546456669197
